Id	Source	Nucleotide Accession	Start	Stop	Strand	Protein	Protein Name	Organism	Strain	Assembly
52011023	RefSeq	NZ_AWZS01000036.1	39973	40866	+	WP_024505261.1	nitrogenase iron protein	Mesorhizobium ciceri CMG6	CMG6	GCF_000472365.1
52011023	RefSeq	NZ_CM002796.1	6512364	6513257	-	WP_024505261.1	nitrogenase iron protein	Mesorhizobium ciceri ca181	ca181	GCF_000474725.1
52011023	RefSeq	NZ_CP015062.1	4523619	4524512	-	WP_024505261.1	nitrogenase iron protein	Mesorhizobium ciceri	CC1192	GCF_001618825.1
52011023	RefSeq	NZ_CP034443.1	2495046	2495939	+	WP_024505261.1	nitrogenase iron protein	Mesorhizobium sp. M9A.F.Ca.ET.002.03.1.2	M9A.F.Ca.ET.002.03.1.2	GCF_003952365.1
52011023	RefSeq	NZ_CP034444.1	3871577	3872470	+	WP_024505261.1	nitrogenase iron protein	Mesorhizobium sp. M1D.F.Ca.ET.043.01.1.1	M1D.F.Ca.ET.043.01.1.1	GCF_003952385.1
52011023	RefSeq	NZ_CP034445.1	2739139	2740032	-	WP_024505261.1	nitrogenase iron protein	Mesorhizobium sp. M2A.F.Ca.ET.043.02.1.1	M2A.F.Ca.ET.043.02.1.1	GCF_003952405.1
52011023	RefSeq	NZ_CP034446.1	5559124	5560017	+	WP_024505261.1	nitrogenase iron protein	Mesorhizobium sp. M2A.F.Ca.ET.043.05.1.1	M2A.F.Ca.ET.043.05.1.1	GCF_003952445.1
52011023	RefSeq	NZ_CP034447.1	470922	471815	-	WP_024505261.1	nitrogenase iron protein	Mesorhizobium sp. M1E.F.Ca.ET.045.02.1.1	M1E.F.Ca.ET.045.02.1.1	GCF_003952485.1
52011023	RefSeq	NZ_CP034448.1	1380299	1381192	+	WP_024505261.1	nitrogenase iron protein	Mesorhizobium sp. M1B.F.Ca.ET.045.04.1.1	M1B.F.Ca.ET.045.04.1.1	GCF_003952465.1
52011023	RefSeq	NZ_CP034449.1	3515007	3515900	+	WP_024505261.1	nitrogenase iron protein	Mesorhizobium sp. M2A.F.Ca.ET.046.03.2.1	M2A.F.Ca.ET.046.03.2.1	GCF_003952425.1
52011023	RefSeq	NZ_CP034450.1	4574867	4575760	+	WP_024505261.1	nitrogenase iron protein	Mesorhizobium sp. M4B.F.Ca.ET.058.02.1.1	M4B.F.Ca.ET.058.02.1.1	GCF_003952505.1
52011023	RefSeq	NZ_CP034452.1	3342767	3343660	+	WP_024505261.1	nitrogenase iron protein	Mesorhizobium sp. M6A.T.Cr.TU.016.01.1.1	M6A.T.Cr.TU.016.01.1.1	GCF_003952585.1
52011023	RefSeq	NZ_CP034453.1	415821	416714	-	WP_024505261.1	nitrogenase iron protein	Mesorhizobium sp. M7D.F.Ca.US.005.01.1.1	M7D.F.Ca.US.005.01.1.1	GCF_003952545.1
52011023	RefSeq	NZ_CP034454.1	258701	259594	+	WP_024505261.1	nitrogenase iron protein	Mesorhizobium sp. M8A.F.Ca.ET.057.01.1.1	M8A.F.Ca.ET.057.01.1.1	GCF_003952565.1
52011023	RefSeq	NZ_CP034455.1	2114717	2115610	-	WP_024505261.1	nitrogenase iron protein	Mesorhizobium sp. M1A.F.Ca.IN.022.06.1.1	M1A.F.Ca.IN.022.06.1.1	GCF_003952605.1
52011023	RefSeq	NZ_CP034779.1	2045906	2046799	+	WP_024505261.1	nitrogenase iron protein	Mesorhizobium sp. M7A.F.Ce.TU.012.03.2.1	M7A.F.Ce.TU.012.03.2.1	GCF_004006095.1
52011023	RefSeq	NZ_CP088147.1	1360212	1361105	+	WP_024505261.1	nitrogenase iron protein	Mesorhizobium ciceri	R30	GCF_024371385.1
52011023	RefSeq	NZ_CP121354.1	1297809	1298702	+	WP_024505261.1	nitrogenase iron protein	Mesorhizobium sp. WSM4904	WSM4904	GCF_029674545.1
52011023	RefSeq	NZ_CP121355.1	1301927	1302820	+	WP_024505261.1	nitrogenase iron protein	Mesorhizobium sp. WSM4906	WSM4906	GCF_029674625.1
52011023	RefSeq	NZ_FNEE01000025.1	35269	36162	-	WP_024505261.1	nitrogenase iron protein	Mesorhizobium muleiense	CGMCC 1.11022	GCF_900099905.1
52011023	RefSeq	NZ_JADAMJ010000015.1	18510	19403	-	WP_024505261.1	nitrogenase iron protein	Mesorhizobium japonicum	R7ANSxCC1192 excon 1	GCF_014878205.1
52011023	RefSeq	NZ_JADAMK010000016.1	65679	66572	-	WP_024505261.1	nitrogenase iron protein	Mesorhizobium japonicum	R7ANSxCC1192 excon 2	GCF_014878195.1
52011023	RefSeq	NZ_JAFFIW010000044.1	38173	39066	+	WP_024505261.1	nitrogenase iron protein	Mesorhizobium sp. dw_380	dw_380	GCF_018588885.1
52011023	RefSeq	NZ_JAIUGV010000032.1	9748	10641	+	WP_024505261.1	nitrogenase iron protein	Mesorhizobium sp. ES1-4	ES1-4	GCF_020164745.1
52011023	RefSeq	NZ_JAKHFR010000045.1	35510	36403	-	WP_024505261.1	nitrogenase iron protein	Mesorhizobium muleiense	CCBAU83979	GCF_021608125.1
52011023	RefSeq	NZ_JAKHFS010000015.1	35094	35987	-	WP_024505261.1	nitrogenase iron protein	Mesorhizobium muleiense	CCBAU83939	GCF_021608045.1
52011023	RefSeq	NZ_JAKHFT010000022.1	36550	37443	+	WP_024505261.1	nitrogenase iron protein	Mesorhizobium muleiense	CCBAU83908	GCF_021608085.1
52011023	RefSeq	NZ_JAKHFU010000036.1	9794	10687	+	WP_024505261.1	nitrogenase iron protein	Mesorhizobium ciceri	USDA 3378	GCF_021608105.1
52011023	RefSeq	NZ_JANCTC010000023.1	36525	37418	+	WP_024505261.1	nitrogenase iron protein	Mesorhizobium sp. LMG 17147	LMG 17147	GCF_024297145.1
52011023	RefSeq	NZ_JANIFC010000021.1	9798	10691	+	WP_024505261.1	nitrogenase iron protein	Mesorhizobium sp. SEMIA396	SEMIA396	GCF_024518615.1
52011023	RefSeq	NZ_JANIFL010000013.1	13383	14276	-	WP_024505261.1	nitrogenase iron protein	Mesorhizobium sp. LMG17149	LMG17149	GCF_024518695.1
52011023	RefSeq	NZ_JAOAMZ010000024.1	13337	14230	-	WP_024505261.1	nitrogenase iron protein	Mesorhizobium sp. P13.3	P13.3	GCF_025153915.1
52011023	RefSeq	NZ_JARIXV010000011.1	37545	38438	-	WP_024505261.1	nitrogenase iron protein	Mesorhizobium sp. XAP10	XAP10	GCF_029269345.1
52011023	RefSeq	NZ_JARIXW010000011.1	37546	38439	-	WP_024505261.1	nitrogenase iron protein	Mesorhizobium sp. XAP4	XAP4	GCF_029269325.1
52011023	RefSeq	NZ_JARIXX010000036.1	13329	14222	-	WP_024505261.1	nitrogenase iron protein	Mesorhizobium sp. P17.1	P17.1	GCF_029269315.1
52011023	RefSeq	NZ_JARIXY010000012.1	9798	10691	+	WP_024505261.1	nitrogenase iron protein	Mesorhizobium sp. P16.1	P16.1	GCF_029269465.1
52011023	RefSeq	NZ_JARIXZ010000007.1	222277	223170	-	WP_024505261.1	nitrogenase iron protein	Mesorhizobium sp. LMG15046	LMG 15046	GCF_029269335.1
52011023	RefSeq	NZ_JARIYA010000012.1	9798	10691	+	WP_024505261.1	nitrogenase iron protein	Mesorhizobium sp. ICCV3110.1	ICCV3110.1	GCF_029269395.1
52011023	RefSeq	NZ_JARIYB010000010.1	9798	10691	+	WP_024505261.1	nitrogenase iron protein	Mesorhizobium sp. DSM 30133	DSM 30133	GCF_029269425.1
52011023	RefSeq	NZ_JARIYC010000026.1	39637	40530	+	WP_024505261.1	nitrogenase iron protein	Mesorhizobium ciceri	LMG 14989	GCF_029269405.1
52011023	RefSeq	NZ_JARTVL010000001.1	1175255	1176148	+	WP_024505261.1	nitrogenase iron protein	Mesorhizobium sp. WSM4875	WSM4875	GCF_029625785.1
52011023	RefSeq	NZ_JARTVM010000021.1	5594	6487	+	WP_024505261.1	nitrogenase iron protein	Mesorhizobium sp. WSM4983	WSM4983	GCF_029625765.1
52011023	RefSeq	NZ_JARTVN010000009.1	9748	10641	+	WP_024505261.1	nitrogenase iron protein	Mesorhizobium sp. WSM4989	WSM4989	GCF_029625795.1
52011023	RefSeq	NZ_JARTVO010000038.1	13337	14230	-	WP_024505261.1	nitrogenase iron protein	Mesorhizobium sp. WSM4884	WSM4884	GCF_029625675.1
52011023	RefSeq	NZ_JARTVP010000025.1	9748	10641	+	WP_024505261.1	nitrogenase iron protein	Mesorhizobium sp. WSM4887	WSM4887	GCF_029625865.1
52011023	RefSeq	NZ_JARTVQ010000020.1	9748	10641	+	WP_024505261.1	nitrogenase iron protein	Mesorhizobium sp. WSM4898	WSM4898	GCF_029625845.1
52011023	RefSeq	NZ_JARTVR010000030.1	9748	10641	+	WP_024505261.1	nitrogenase iron protein	Mesorhizobium sp. WSM4935	WSM4935	GCF_029625735.1
52011023	RefSeq	NZ_JARTVS010000015.1	13337	14230	-	WP_024505261.1	nitrogenase iron protein	Mesorhizobium sp. WSM4962	WSM4962	GCF_029625725.1
52011023	RefSeq	NZ_JARTVT010000050.1	13337	14230	-	WP_024505261.1	nitrogenase iron protein	Mesorhizobium sp. WSM4976	WSM4976	GCF_029625685.1
52011023	RefSeq	NZ_JARTVU010000021.1	9748	10641	+	WP_024505261.1	nitrogenase iron protein	Mesorhizobium sp. WSM4982	WSM4982	GCF_029625775.1
52011023	RefSeq	NZ_NPKH01000001.1	264782	265675	+	WP_024505261.1	nitrogenase iron protein	Mesorhizobium wenxiniae	WYCCWR 10195	GCF_002284535.1
