Id	Source	Nucleotide Accession	Start	Stop	Strand	Protein	Protein Name	Organism	Strain	Assembly
173295	RefSeq	NC_004041.2	323554	324447	-	WP_004675840.1	nitrogenase iron protein	Rhizobium etli CFN 42	CFN 42	GCF_000092045.1
173295	RefSeq	NC_010996.1	384080	384973	-	WP_004675840.1	nitrogenase iron protein	Rhizobium etli CIAT 652	CIAT 652	GCF_000020265.1
173295	RefSeq	NZ_AEYZ01000233.1	306	1199	-	WP_004675840.1	nitrogenase iron protein	Rhizobium etli CNPAF512	CNPAF512	GCF_000194195.1
173295	RefSeq	NZ_AHJU02000025.1	110918	111811	-	WP_004675840.1	nitrogenase iron protein	Rhizobium phaseoli Ch24-10	Ch24-10	GCF_000268285.2
173295	RefSeq	NZ_AMCP01001118.1	295	1188	-	WP_004675840.1	nitrogenase iron protein	Rhizobium sp. Pop5	Pop5	GCF_000295895.1
173295	RefSeq	NZ_CM008159.1	395033	395926	-	WP_004675840.1	nitrogenase iron protein	Rhizobium sp. N4311	N4311	GCF_002245285.1
173295	RefSeq	NZ_CP013492.1	393360	394253	-	WP_004675840.1	nitrogenase iron protein	Rhizobium sp. N6212	N6212	GCF_001664465.1
173295	RefSeq	NZ_CP013497.1	394560	395453	-	WP_004675840.1	nitrogenase iron protein	Rhizobium sp. N621	N621	GCF_001664325.1
173295	RefSeq	NZ_CP013502.1	388032	388925	-	WP_004675840.1	nitrogenase iron protein	Rhizobium esperanzae	N561	GCF_001664265.1
173295	RefSeq	NZ_CP013508.1	389310	390203	-	WP_004675840.1	nitrogenase iron protein	Rhizobium sp. N1341	N1341	GCF_001664085.1
173295	RefSeq	NZ_CP013514.1	388181	389074	-	WP_004675840.1	nitrogenase iron protein	Rhizobium sp. N1314	N1314	GCF_001664305.1
173295	RefSeq	NZ_CP013519.1	390797	391690	-	WP_004675840.1	nitrogenase iron protein	Rhizobium sp. N113	N113	GCF_001664345.1
173295	RefSeq	NZ_CP013530.1	376740	377633	-	WP_004675840.1	nitrogenase iron protein	Rhizobium phaseoli	R723	GCF_001664225.1
173295	RefSeq	NZ_CP013535.1	384348	385241	-	WP_004675840.1	nitrogenase iron protein	Rhizobium phaseoli	R650	GCF_001664385.1
173295	RefSeq	NZ_CP013540.1	392619	393512	-	WP_004675840.1	nitrogenase iron protein	Rhizobium phaseoli	R630	GCF_001664205.1
173295	RefSeq	NZ_CP013544.1	326495	327388	-	WP_004675840.1	nitrogenase iron protein	Rhizobium phaseoli	R620	GCF_001664245.1
173295	RefSeq	NZ_CP013550.1	384348	385241	-	WP_004675840.1	nitrogenase iron protein	Rhizobium phaseoli	R611	GCF_001664445.1
173295	RefSeq	NZ_CP013555.1	405961	406854	-	WP_004675840.1	nitrogenase iron protein	Rhizobium phaseoli	N931	GCF_001664285.1
173295	RefSeq	NZ_CP013561.1	345983	346876	+	WP_004675840.1	nitrogenase iron protein	Rhizobium phaseoli	N841	GCF_001664425.1
173295	RefSeq	NZ_CP013566.1	405674	406567	-	WP_004675840.1	nitrogenase iron protein	Rhizobium phaseoli	N831	GCF_001664125.1
173295	RefSeq	NZ_CP013572.1	412069	412962	-	WP_004675840.1	nitrogenase iron protein	Rhizobium phaseoli	N771	GCF_001664405.1
173295	RefSeq	NZ_CP013578.1	412069	412962	-	WP_004675840.1	nitrogenase iron protein	Rhizobium phaseoli	N671	GCF_001664365.1
173295	RefSeq	NZ_CP013583.1	376740	377633	-	WP_004675840.1	nitrogenase iron protein	Rhizobium phaseoli	N261	GCF_001664105.1
173295	RefSeq	NZ_CP013587.1	350834	351727	-	WP_004675840.1	nitrogenase iron protein	Rhizobium phaseoli	N161	GCF_001664165.1
173295	RefSeq	NZ_CP013592.1	388032	388925	-	WP_004675840.1	nitrogenase iron protein	Rhizobium sp. N871	N871	GCF_001664525.1
173295	RefSeq	NZ_CP013598.1	293584	294477	-	WP_004675840.1	nitrogenase iron protein	Rhizobium sp. N741	N741	GCF_001664545.1
173295	RefSeq	NZ_CP013604.1	388183	389076	-	WP_004675840.1	nitrogenase iron protein	Rhizobium sp. N731	N731	GCF_001664145.1
173295	RefSeq	NZ_CP013633.1	294863	295756	-	WP_004675840.1	nitrogenase iron protein	Rhizobium sp. N324	N324	GCF_001664485.1
173295	RefSeq	NZ_CP013639.1	375259	376152	-	WP_004675840.1	nitrogenase iron protein	Rhizobium sp. N541	N541	GCF_001675095.1
173295	RefSeq	NZ_CP013646.1	369244	370137	-	WP_004675840.1	nitrogenase iron protein	Rhizobium sp. N941	N941	GCF_001675075.1
173295	RefSeq	NZ_CP017243.1	391092	391985	-	WP_004675840.1	nitrogenase iron protein	Rhizobium etli 8C-3	8C-3	GCF_001908375.1
173295	RefSeq	NZ_CP020898.1	342699	343592	-	WP_004675840.1	nitrogenase iron protein	Rhizobium phaseoli Brasil 5	Bra5	GCF_000172715.2
173295	RefSeq	NZ_CP020950.1	418987	419880	-	WP_004675840.1	nitrogenase iron protein	Rhizobium sp. CIAT894	CIAT894	GCF_000172795.2
173295	RefSeq	NZ_CP021027.1	396406	397299	-	WP_004675840.1	nitrogenase iron protein	Rhizobium sp. TAL182	TAL182	GCF_002117725.1
173295	RefSeq	NZ_CP064932.1	407398	408291	+	WP_004675840.1	nitrogenase iron protein	Rhizobium phaseoli	S3	GCF_012241395.2
173295	RefSeq	NZ_CP092432.1	319246	320139	+	WP_004675840.1	nitrogenase iron protein	Rhizobium sp. K102	K102	GCF_022385315.1
173295	RefSeq	NZ_CP099398.1	404311	405204	-	WP_004675840.1	nitrogenase iron protein	Rhizobium sp. Pop5	Pop5	GCF_024721175.1
173295	RefSeq	NZ_JAAVVP010000088.1	97	990	+	WP_004675840.1	nitrogenase iron protein	Rhizobium phaseoli	B3	GCF_012241485.1
173295	RefSeq	NZ_JACHAZ010000018.1	5035	5928	+	WP_004675840.1	nitrogenase iron protein	Rhizobium leguminosarum	SEMIA 4025	GCF_014207035.1
173295	RefSeq	NZ_JACIFV010000011.1	151932	152825	+	WP_004675840.1	nitrogenase iron protein	Rhizobium aethiopicum	SEMIA 4074	GCF_014197535.1
173295	RefSeq	NZ_JACIGQ010000010.1	5035	5928	+	WP_004675840.1	nitrogenase iron protein	Rhizobium leguminosarum	SEMIA 421	GCF_014198005.1
173295	RefSeq	NZ_JACIGV010000041.1	5083	5976	+	WP_004675840.1	nitrogenase iron protein	Rhizobium leguminosarum	SEMIA 445	GCF_014198115.1
173295	RefSeq	NZ_JACIGX010000045.1	839	1732	+	WP_004675840.1	nitrogenase iron protein	Rhizobium leguminosarum	SEMIA 449	GCF_014198095.1
173295	RefSeq	NZ_JACIHH010000019.1	5035	5928	+	WP_004675840.1	nitrogenase iron protein	Rhizobium leguminosarum	SEMIA 422	GCF_014198335.1
173295	RefSeq	NZ_JACIHJ010000022.1	838	1731	+	WP_004675840.1	nitrogenase iron protein	Rhizobium esperanzae	SEMIA 420	GCF_014198355.1
173295	RefSeq	NZ_JACIHT010000030.1	65532	66425	+	WP_004675840.1	nitrogenase iron protein	Rhizobium aethiopicum	SEMIA 470	GCF_014198535.1
173295	RefSeq	NZ_JACIHU010000025.1	838	1731	+	WP_004675840.1	nitrogenase iron protein	Rhizobium etli	SEMIA 471	GCF_014198605.1
173295	RefSeq	NZ_JACIHW010000032.1	839	1732	+	WP_004675840.1	nitrogenase iron protein	Rhizobium leguminosarum	SEMIA 475	GCF_014198665.1
173295	RefSeq	NZ_JACIHY010000040.1	839	1732	+	WP_004675840.1	nitrogenase iron protein	Rhizobium leguminosarum	SEMIA 481	GCF_014198655.1
173295	RefSeq	NZ_JACIIA010000042.1	15647	16540	-	WP_004675840.1	nitrogenase iron protein	Rhizobium leguminosarum	SEMIA 483	GCF_014198695.1
173295	RefSeq	NZ_JACIIB010000038.1	15647	16540	-	WP_004675840.1	nitrogenase iron protein	Rhizobium leguminosarum	SEMIA 485	GCF_014198735.1
173295	RefSeq	NZ_JACIID010000025.1	838	1731	+	WP_004675840.1	nitrogenase iron protein	Rhizobium etli	SEMIA 489	GCF_014198755.1
173295	RefSeq	NZ_JACIIF010000033.1	306	1199	-	WP_004675840.1	nitrogenase iron protein	Rhizobium leguminosarum	SEMIA 491	GCF_014198795.1
173295	RefSeq	NZ_JACIIM010000052.1	306	1199	-	WP_004675840.1	nitrogenase iron protein	Rhizobium leguminosarum	SEMIA 4016	GCF_014200035.1
173295	RefSeq	NZ_JACIIN010000037.1	164	1057	-	WP_004675840.1	nitrogenase iron protein	Rhizobium leguminosarum	SEMIA 4022	GCF_014200055.1
173295	RefSeq	NZ_JACIIO010000035.1	164	1057	-	WP_004675840.1	nitrogenase iron protein	Rhizobium leguminosarum	SEMIA 4024	GCF_014200075.1
173295	RefSeq	NZ_JAGIOQ010000001.1	363624	364517	-	WP_004675840.1	nitrogenase iron protein	Rhizobium leguminosarum	USDA 2677	GCF_017876825.1
173295	RefSeq	NZ_JAILYI010000036.1	306	1199	-	WP_004675840.1	nitrogenase iron protein	Rhizobium croatiense	9T	GCF_019793455.1
173295	RefSeq	NZ_JARXWA010000032.1	5083	5976	+	WP_004675840.1	nitrogenase iron protein	Rhizobium leguminosarum	SEMIA 4082	GCF_029892905.1
173295	RefSeq	NZ_KB905377.1	376630	377523	+	WP_004675840.1	nitrogenase iron protein	Rhizobium leguminosarum bv. phaseoli 4292	4292	GCF_000379005.1
173295	RefSeq	NZ_KZ821195.1	66455	67348	+	WP_004675840.1	nitrogenase iron protein	Rhizobium phaseoli	CCGM2	GCF_003150695.1
173295	RefSeq	NZ_KZ857295.1	20454	21347	-	WP_004675840.1	nitrogenase iron protein	Rhizobium phaseoli	CCGM9	GCF_003351165.1
173295	RefSeq	NZ_LFIO01000618.1	97	990	+	WP_004675840.1	nitrogenase iron protein	Rhizobium ecuadorense	CNPSO 671	GCF_001187535.1
173295	RefSeq	NZ_LODW01000108.1	97	990	+	WP_004675840.1	nitrogenase iron protein	Rhizobium hidalgonense	FH14	GCF_002914525.1
