Id	Source	Nucleotide Accession	Start	Stop	Strand	Protein	Protein Name	Organism	Strain	Assembly
885911	RefSeq	NZ_AP023242.1	7697752	7698645	-	WP_006331760.1	nitrogenase iron protein	Mesorhizobium sp. 113-1-2	113-1-2	GCF_016756475.1
885911	RefSeq	NZ_AP023243.1	6801770	6802663	-	WP_006331760.1	nitrogenase iron protein	Mesorhizobium sp. 113-3-3	113-3-3	GCF_016756495.1
885911	RefSeq	NZ_AP023246.1	7288860	7289753	-	WP_006331760.1	nitrogenase iron protein	Mesorhizobium sp. 113-3-9	113-3-9	GCF_016756515.1
885911	RefSeq	NZ_AP023255.1	225897	226790	+	WP_006331760.1	nitrogenase iron protein	Mesorhizobium sp. 131-3-5	131-3-5	GCF_016756575.1
885911	RefSeq	NZ_AP023257.1	6398983	6399876	-	WP_006331760.1	nitrogenase iron protein	Mesorhizobium sp. L-2-11	L-2-11	GCF_016756595.1
885911	RefSeq	NZ_AP023263.1	7445466	7446359	-	WP_006331760.1	nitrogenase iron protein	Mesorhizobium sp. L-8-10	L-8-10	GCF_016756635.1
885911	RefSeq	NZ_AXAL01000020.1	43297	44190	-	WP_006331760.1	nitrogenase iron protein	Mesorhizobium loti CJ3sym	CJ3sym	GCF_000472785.1
885911	RefSeq	NZ_CAAF010000045.1	51097	51990	-	WP_006331760.1	nitrogenase iron protein	Mesorhizobium sp. STM 4661	STM 4661	GCF_000359125.1
885911	RefSeq	NZ_CP016079.1	6754689	6755582	-	WP_006331760.1	nitrogenase iron protein	Mesorhizobium loti NZP2037	NZP2037	GCF_001676765.1
885911	RefSeq	NZ_CP033334.1	6620793	6621686	-	WP_006331760.1	nitrogenase iron protein	Mesorhizobium loti	NZP2042	GCF_013170705.1
885911	RefSeq	NZ_CP033361.1	6316517	6317410	-	WP_006331760.1	nitrogenase iron protein	Mesorhizobium erdmanii	NZP2014	GCF_013170725.1
885911	RefSeq	NZ_CP033364.1	6512272	6513165	-	WP_006331760.1	nitrogenase iron protein	Mesorhizobium sp. NZP2234	NZP2234	GCF_013170765.1
885911	RefSeq	NZ_CP033365.1	6950658	6951551	-	WP_006331760.1	nitrogenase iron protein	Mesorhizobium sp. NZP2298	NZP2298	GCF_013170825.1
885911	RefSeq	NZ_CP033366.1	6262466	6263359	-	WP_006331760.1	nitrogenase iron protein	Mesorhizobium japonicum R7A	R7A	GCF_009761735.1
885911	RefSeq	NZ_CP033367.1	6915693	6916586	-	WP_006331760.1	nitrogenase iron protein	Mesorhizobium loti R88b	R88b	GCF_013170845.1
885911	RefSeq	NZ_CP033368.1	6681826	6682719	-	WP_006331760.1	nitrogenase iron protein	Mesorhizobium loti	SU343	GCF_013170865.1
885911	RefSeq	NZ_CP033507.1	6681970	6682863	-	WP_006331760.1	nitrogenase iron protein	Mesorhizobium jarvisii	ATCC 33669	GCF_013170785.1
885911	RefSeq	NZ_CP051293.1	7064393	7065286	-	WP_006331760.1	nitrogenase iron protein	Mesorhizobium sp. NZP2077	NZP2077	GCF_013170805.1
