Id	Source	Nucleotide Accession	Start	Stop	Strand	Protein	Protein Name	Organism	Strain	Assembly
38361411	RefSeq	NZ_ANOE01000019.1	7323	8141	+	WP_017751332.1	nitrogenase iron protein	Clostridium tyrobutyricum UC7086	UC7086	GCF_000332015.1
38361411	RefSeq	NZ_APMH01000029.1	20400	21218	-	WP_017751332.1	nitrogenase iron protein	Clostridium tyrobutyricum DSM 2637 = ATCC 25755 = JCM 11008	ATCC 25755	GCF_000359585.1
38361411	RefSeq	NZ_AUCO01000023.1	32243	33061	+	WP_017751332.1	nitrogenase iron protein	Clostridium tyrobutyricum DSM 2637 = ATCC 25755 = JCM 11008	DSM 2637	GCF_000429805.1
38361411	RefSeq	NZ_CABJAO010000002.1	340218	341036	+	WP_017751332.1	nitrogenase iron protein	Clostridium tyrobutyricum		GCF_902363545.1
38361411	RefSeq	NZ_CALGIT010000081.1	4822	5640	+	WP_017751332.1	nitrogenase iron protein	Clostridium tyrobutyricum		GCF_937915035.1
38361411	RefSeq	NZ_CBXI010000009.1	27498	28316	+	WP_017751332.1	nitrogenase iron protein	Clostridium tyrobutyricum DIVETGP	DIVETGP	GCF_000577845.1
38361411	RefSeq	NZ_CP014170.1	1477018	1477836	+	WP_017751332.1	nitrogenase iron protein	Clostridium tyrobutyricum	KCTC 5387	GCF_001642655.1
38361411	RefSeq	NZ_CP016280.1	1375045	1375863	+	WP_017751332.1	nitrogenase iron protein	Clostridium tyrobutyricum	W428	GCF_001679705.1
38361411	RefSeq	NZ_CP038158.1	2726797	2727615	+	WP_017751332.1	nitrogenase iron protein	Clostridium tyrobutyricum	Cirm BIA 2237	GCF_004924375.1
38361411	RefSeq	NZ_CP047467.1	1021132	1021950	-	WP_017751332.1	nitrogenase iron protein	Clostridium tyrobutyricum	L319	GCF_014170115.1
38361411	RefSeq	NZ_DHNV01000016.1	4484	5302	+	WP_017751332.1	nitrogenase iron protein	Clostridium tyrobutyricum		GCF_002410665.1
38361411	RefSeq	NZ_FAXL01000137.1	4837	5655	-	WP_017751332.1	nitrogenase iron protein	Clostridium tyrobutyricum		GCF_001491075.1
38361411	RefSeq	NZ_JADMRW010000007.1	128740	129558	-	WP_017751332.1	nitrogenase iron protein	Clostridium tyrobutyricum	1001713B170207_170306_A10	GCF_015560455.1
38361411	RefSeq	NZ_JADNNK010000025.1	20692	21510	-	WP_017751332.1	nitrogenase iron protein	Clostridium tyrobutyricum	1001713B170207_170306_A1	GCF_015556955.1
38361411	RefSeq	NZ_JADPBD010000008.1	111413	112231	-	WP_017751332.1	nitrogenase iron protein	Clostridium tyrobutyricum	1001283B150210_160208_G3	GCF_015670065.1
38361411	RefSeq	NZ_JADPCV010000038.1	7311	8129	+	WP_017751332.1	nitrogenase iron protein	Clostridium tyrobutyricum	1001283B150210_160208_D6	GCF_015671125.1
38361411	RefSeq	NZ_JAEKIT010000006.1	7102	7920	+	WP_017751332.1	nitrogenase iron protein	Clostridium tyrobutyricum	24853	GCF_018219395.1
38361411	RefSeq	NZ_JAHHUP010000013.1	64006	64824	+	WP_017751332.1	nitrogenase iron protein	Clostridium tyrobutyricum	Cl_239	GCF_019143965.1
38361411	RefSeq	NZ_JAHHUQ010000004.1	18065	18883	-	WP_017751332.1	nitrogenase iron protein	Clostridium tyrobutyricum	Cl_238	GCF_019143995.1
38361411	RefSeq	NZ_JAHHUR010000012.1	59098	59916	+	WP_017751332.1	nitrogenase iron protein	Clostridium tyrobutyricum	Cl_188	GCF_019143925.1
