Id	Source	Nucleotide Accession	Start	Stop	Strand	Protein	Protein Name	Organism	Strain	Assembly
6145268	RefSeq	NC_008381.1	161748	162641	-	WP_011654205.1	nitrogenase iron protein	Rhizobium leguminosarum bv. viciae 3841	3841	GCF_000009265.1
6145268	RefSeq	NZ_ARRT01000005.1	85755	86648	-	WP_011654205.1	nitrogenase iron protein	Rhizobium leguminosarum bv. viciae 248	248	GCF_000385155.1
6145268	RefSeq	NZ_ATYQ01000029.1	37485	38378	+	WP_011654205.1	nitrogenase iron protein	Rhizobium leguminosarum bv. viciae VF39	VF39	GCF_000427765.1
6145268	RefSeq	NZ_CP048285.1	99261	100154	-	WP_011654205.1	nitrogenase iron protein	Rhizobium leguminosarum bv. viciae 248	248	GCF_010365265.1
6145268	RefSeq	NZ_CP088096.1	465509	466402	-	WP_011654205.1	nitrogenase iron protein	Rhizobium leguminosarum bv. viciae	SU303	GCF_021052345.1
6145268	RefSeq	NZ_CP104035.1	3951943	3952836	+	WP_011654205.1	nitrogenase iron protein	Rhizobium leguminosarum bv. viciae	SRDI969	GCF_025152725.1
6145268	RefSeq	NZ_JAAXBM010000029.1	10954	11847	+	WP_011654205.1	nitrogenase iron protein	Rhizobium leguminosarum	GLR33	GCF_019798145.1
6145268	RefSeq	NZ_JAAXBN010000018.1	45004	45897	+	WP_011654205.1	nitrogenase iron protein	Rhizobium leguminosarum	GLR32	GCF_019798225.1
6145268	RefSeq	NZ_JAAXBR010000013.1	143693	144586	-	WP_011654205.1	nitrogenase iron protein	Rhizobium leguminosarum	GLR28	GCF_020224055.1
6145268	RefSeq	NZ_JAAXBS010000010.1	207621	208514	-	WP_011654205.1	nitrogenase iron protein	Rhizobium leguminosarum	GLR25	GCF_019798265.1
6145268	RefSeq	NZ_JAAXBX010000035.1	12286	13179	-	WP_011654205.1	nitrogenase iron protein	Rhizobium leguminosarum	V1	GCF_019778005.1
6145268	RefSeq	NZ_JAAXCH010000035.1	20220	21113	+	WP_011654205.1	nitrogenase iron protein	Rhizobium leguminosarum	LEN1	GCF_019778225.1
6145268	RefSeq	NZ_JAAXCL010000006.1	364319	365212	-	WP_011654205.1	nitrogenase iron protein	Rhizobium leguminosarum	NZLR25b	GCF_019778365.1
6145268	RefSeq	NZ_JAAXDJ010000033.1	36330	37223	+	WP_011654205.1	nitrogenase iron protein	Rhizobium leguminosarum	H3	GCF_019798445.1
6145268	RefSeq	NZ_JAAXDQ010000012.1	146513	147406	-	WP_011654205.1	nitrogenase iron protein	Rhizobium leguminosarum	GLR7	GCF_019798585.1
6145268	RefSeq	NZ_JAAXFH010000025.1	78086	78979	-	WP_011654205.1	nitrogenase iron protein	Rhizobium leguminosarum	GLR50	GCF_019799555.1
6145268	RefSeq	NZ_JAAXFJ010000013.1	169354	170247	-	WP_011654205.1	nitrogenase iron protein	Rhizobium leguminosarum	GLR49	GCF_019799525.1
6145268	RefSeq	NZ_JAAXFN010000045.1	16389	17282	+	WP_011654205.1	nitrogenase iron protein	Rhizobium leguminosarum	GLR2	GCF_019799615.1
6145268	RefSeq	NZ_JAAXFQ010000034.1	26188	27081	+	WP_011654205.1	nitrogenase iron protein	Rhizobium leguminosarum	GLR11	GCF_020224115.1
6145268	RefSeq	NZ_JAAXQQ010000019.1	19487	20380	+	WP_011654205.1	nitrogenase iron protein	Rhizobium laguerreae	TLR9	GCF_019778485.1
6145268	RefSeq	NZ_JAAXRZ010000018.1	38318	39211	-	WP_011654205.1	nitrogenase iron protein	Rhizobium laguerreae	H2	GCF_019779155.1
6145268	RefSeq	NZ_JAAXSH010000012.1	48497	49390	-	WP_011654205.1	nitrogenase iron protein	Rhizobium laguerreae	MLR6	GCF_019779395.1
6145268	RefSeq	NZ_JABDWX010000025.1	9571	10464	-	WP_011654205.1	nitrogenase iron protein	Rhizobium bangladeshense	PLR8_3b	GCF_019684135.1
