1,OQ749644.1,100.000,338,0,0,4,341,8502,8839,1.74e-174,625
1,OP765907.1,100.000,338,0,0,4,341,3384,3721,1.74e-174,625
1,OP326276.1,100.000,338,0,0,4,341,1397,1734,1.74e-174,625
1,OP326275.1,100.000,338,0,0,4,341,1397,1734,1.74e-174,625
1,CP090640.1,100.000,338,0,0,4,341,3523167,3523504,1.74e-174,625
1,OP039572.1,100.000,338,0,0,4,341,1554,1891,1.74e-174,625
1,OP948129.1,100.000,338,0,0,4,341,5506,5169,1.74e-174,625
1,LC723624.1,100.000,338,0,0,4,341,3081,3418,1.74e-174,625
1,ON417756.1,100.000,338,0,0,4,341,2751,3088,1.74e-174,625
1,ON417755.1,100.000,338,0,0,4,341,2749,3086,1.74e-174,625
1,ON417753.1,100.000,338,0,0,4,341,3715,4052,1.74e-174,625
1,ON417752.1,100.000,338,0,0,4,341,3744,4081,1.74e-174,625
1,ON287379.1,100.000,338,0,0,4,341,2923,3260,1.74e-174,625
1,ON755320.1,100.000,338,0,0,4,341,6240,6577,1.74e-174,625
1,OP846958.1,100.000,338,0,0,4,341,1100,1437,1.74e-174,625
1,OM812933.1,100.000,338,0,0,4,341,2866,3203,1.74e-174,625
1,LC739776.1,100.000,338,0,0,4,341,1711,2048,1.74e-174,625
1,LC739775.1,100.000,338,0,0,4,341,1963,2300,1.74e-174,625
1,OP654542.1,100.000,338,0,0,4,341,85,422,1.74e-174,625
1,OP654541.1,100.000,338,0,0,4,341,121,458,1.74e-174,625
1,OP654540.1,100.000,338,0,0,4,341,144,481,1.74e-174,625
1,OP654539.1,100.000,338,0,0,4,341,180,517,1.74e-174,625
1,OP654538.1,100.000,338,0,0,4,341,63,400,1.74e-174,625
1,OP654537.1,100.000,338,0,0,4,341,99,436,1.74e-174,625
1,MZ566623.1,100.000,338,0,0,4,341,46442,46105,1.74e-174,625
1,OM801977.1,100.000,338,0,0,4,341,799,1136,1.74e-174,625
1,MZ420392.1,100.000,338,0,0,4,341,8461,8798,1.74e-174,625
1,ON055165.1,100.000,338,0,0,4,341,255,592,1.74e-174,625
1,ON549927.1,100.000,338,0,0,4,341,16805,16468,1.74e-174,625
1,MW934549.1,100.000,338,0,0,4,341,1686,2023,1.74e-174,625
1,MZ367588.1,100.000,338,0,0,4,341,543,880,1.74e-174,625
1,OK632018.1,100.000,338,0,0,4,341,3501,3164,1.74e-174,625
1,ON783971.1,100.000,338,0,0,4,341,7416,7753,1.74e-174,625
1,ON886911.1,100.000,338,0,0,4,341,1546,1883,1.74e-174,625
1,ON934620.1,100.000,338,0,0,4,341,2225,2562,1.74e-174,625
1,ON934620.1,100.000,326,0,0,4,329,5673,5998,8.16e-168,603
1,CP100343.1,100.000,338,0,0,4,341,4582917,4583254,1.74e-174,625
1,ON787967.1,100.000,338,0,0,4,341,2844,3181,1.74e-174,625
1,OM326756.1,100.000,338,0,0,4,341,4296,4633,1.74e-174,625
1,OL452023.1,100.000,338,0,0,4,341,3623,3960,1.74e-174,625
1,OL452022.1,100.000,338,0,0,4,341,2536,2873,1.74e-174,625
1,LC708165.1,100.000,338,0,0,4,341,2345,2682,1.74e-174,625
1,LC708164.1,100.000,338,0,0,4,341,2345,2682,1.74e-174,625
1,LC708163.1,100.000,338,0,0,4,341,2345,2682,1.74e-174,625
1,LC708162.1,100.000,338,0,0,4,341,2345,2682,1.74e-174,625
1,LC708161.1,100.000,338,0,0,4,341,2345,2682,1.74e-174,625
1,LC708160.1,100.000,338,0,0,4,341,2345,2682,1.74e-174,625
1,LC708159.1,100.000,338,0,0,4,341,2345,2682,1.74e-174,625
1,MZ522125.1,100.000,338,0,0,4,341,563,900,1.74e-174,625
1,OL870855.1,100.000,338,0,0,4,341,3942,4279,1.74e-174,625
1,OL870854.1,100.000,338,0,0,4,341,3942,4279,1.74e-174,625
